,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
32800,1233632436863702405,Beachfront Condo | 30 Day Min | Pool + A/C,496644241,Jayme,2023-01-17,"Experience the perfect blend of modern comfort and Hawaiian charm in our recently remodeled beachfront condo. With breathtaking ocean views and thoughtful touches throughout, this condo offers a relaxing oasis for up to 5 guests. Enjoy the soft ocean breeze through the windows and from the spacious lanai, complete with comfortable seating. Whether you're cooking in the fully stocked kitchen or lounging in front of the 55"" TV, you'll find everything you need for a memorable stay in paradise.",within an hour,100%,100%,t,,2.0,"['email', 'phone']",t,t,Koolauloa,Honolulu,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,"[""Coffee maker"", ""Conditioner"", ""Freezer"", ""Hair dryer"", ""Self check-in"", ""Shower gel"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Portable air conditioning"", ""Mountain view"", ""Hot water"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Drying rack for clothing"", ""Ocean view"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Beach view"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Smart lock"", ""Oven"", ""Beach essentials"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Stove"", ""Fire extinguisher"", ""Shampoo"", ""Baking sheet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Coffee"", ""Room-darkening shades"", ""Paid dryer \u2013 In building""]",$219.00,30,365,30,365,30.0,365.0,11,34,52,135,14,2024-10-21,9,255,55845.0,4.79,4.86,4.93,4.86,4.93,4.71,4.71,f,2.92,"530080010095, 602, TA-027-633-8176-01"
33000,1242942214127804364,Rocky Point Surf House,651349809,Bryn,2024-09-10,"Wake up to the waves in this oceanfront beach house. Sweeping, views from North Shore's famed Pipeline all the way to Sunset Beach from your private yard. <br />Ocean view master bedroom is equipped with a walk in closet, personal surfboard rack and attached bathroom with double sinks. <br />Wall to wall windows and sliding doors in living and dining room for all day surf reports.<br />Private beach access to the most consistent surf spot on the North Shore as well as kid friendly swimming area.",within a day,100%,,f,North Shore,1.0,"['email', 'phone']",f,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,2,1.0,1.0,1.0,"[""Washer"", ""Beach access \u2013 Beachfront"", ""TV"", ""Free parking on premises"", ""Outdoor shower"", ""First aid kit"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Kitchen"", ""Wifi""]",$500.00,30,365,30,365,30.0,365.0,30,60,90,365,0,,0,0,0.0,,,,,,,,f,,
33200,1250092658232979980,Ground Floor Oceanfront 1 Bedroom - Kona Reef D01,651146902,Crystal,2024-09-09,"Say “aloha” to the Pacific from this air-conditioned retreat on the ocean’s edge. Prep meals in the kitchen to share on the lanai, and then enjoy conveniences like WiFi, washer/dryer, and ceiling fans. Sleeps four guests in one king and one sofa bed.",within an hour,100%,100%,f,Ala Moana,35.0,"['email', 'phone']",t,f,North Kona,Hawaii,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Microwave"", ""Iron"", ""Smart lock"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Stove"", ""Shampoo"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Self check-in""]",$266.00,2,1125,2,120,3.2,109.0,10,22,42,226,1,2024-11-19,1,6,1596.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,t,0.27,TA-116-727-3984-01
33400,1257615311396939565,Gorgeous Unit in Heart of Waikiki,654886016,Don Juan,2024-09-30,"Aloha and welcome to this stylish, delightful one bedroom condo with fully equipped kitchen, air conditioning . The location is right on the main strip of Waikiki and within close walking distance to beaches, surfing, designer shopping, fine dining, convention center, ala moana, grocery, etc...With bike share, public transportation, car rental within a blocks distance from the condo this is a perfect jumping point to explore the beauty of hawaii.",within an hour,100%,96%,f,Waikiki,7.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,5,1.0,1.0,2.0,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Paid washer \u2013 In building"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Paid parking garage off premises"", ""Window guards"", ""Coffee maker"", ""Fire extinguisher"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, Hulu, Netflix, premium cable, Roku"", ""Outdoor dining area"", ""Hair dryer"", ""Paid dryer \u2013 In building"", ""Hot water kettle"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Board games"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Free street parking"", ""Portable air conditioning"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Ethernet connection"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Freezer"", ""Microwave"", ""Outdoor furniture"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Hangers"", ""Window AC unit"", ""Portable fans"", ""Shared beach access"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony"", ""Lockbox""]",$271.00,1,32,1,32,1.0,32.0,12,34,60,321,2,2024-12-10,1,12,3252.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.63,"260070040044, 210, TA-051-056-3840-01"
33600,1265093002306027332,Comfy Coastline Condo - Koholā,656522031,Mohammad Fahim,2024-10-10,"This newly renovated, Humpback Whale themed, self-contained downstairs studio mere footsteps from the Chalk’s beach grotto and minutes away from ITO Airport and downtown Hilo, offers comfort for travelers on a budget including a fully stocked kitchenette;  a work station with complimentary WIFI and four free streaming services; a queen-sized bed complete in-room change of linens; analog and digital room locks; a first-night set of amenities in our bathroom and round-the-clock phone support.",within an hour,100%,100%,t,,7.0,"['email', 'phone']",t,t,South Hilo,Hawaii,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Kitchenette"", ""Free street parking"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""HDTV with HBO Max, Hulu, Disney+, Netflix"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Kekai body soap"", ""Fire extinguisher"", ""Blender"", ""Window AC unit"", ""Kekai - local Hawaiian brand conditioner"", ""Ceiling fan"", ""Housekeeping available from 11:00\u202fAM to 4:00\u202fPM - available at extra cost"", ""Shared beach access"", ""Kekai - Local Hawaiian Brand shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Theme room"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Coffee"", ""Room-darkening shades""]",$110.00,1,1125,1,1125,1.0,1125.0,25,52,82,351,2,2025-01-19,0,12,1320.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,t,1.25,
33800,1273222781824667827,Pool House with 2Queen Beds – Poolside Comfort,657478372,Michael,2024-10-16,"Enjoy a relaxing poolside retreat in this 484 sq. ft. studio featuring two queen beds and a wet bar. With air conditioning, free Wi-Fi, and modern comforts, this studio provides a perfect blend of convenience and luxury for your stay.",,,,f,,9.0,"['email', 'phone']",t,f,Primary Urban Center,Honolulu,Room in boutique hotel,Private room,4,1.0,1.0,2.0,"[""Crib"", ""Refrigerator"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Bathtub"", ""Air conditioning"", ""Gym"", ""Elevator"", ""Shampoo"", ""Pool"", ""Body soap"", ""Wifi"", ""Hot tub""]",,2,365,2,365,2.0,365.0,22,44,72,330,0,,0,0,,,,,,,,,t,,Exempt
34000,1282247753740635921,The Westin Princeville Ocean Resort Villas-Studio,442029804,Live Suite,2022-01-25,"With its cascading waterfalls, tropical rainforests, and mountainous landscapes, Kauaʻi is a magnificent vacation destination. The Westin Princeville Ocean Resort Villas offers a collection of amenities to keep you entertained without ever having to leave the resort. Stretched along a stunning bluff above the Pacific, this resort gets you up close and personal to Kauaʻi’s intimate beaches, rugged coastlines, and tropical rainforests.",within an hour,97%,58%,f,Southwest Orlando,3619.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire condo,Entire home/apt,4,1.0,,2.0,"[""Coffee maker"", ""Heating"", ""Paid parking lot off premises"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Barbecue utensils"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Elevator"", ""Children\u2019s dinnerware"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Dedicated workspace"", ""Resort access"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""EV charger"", ""Exterior security cameras on property"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Noise decibel monitors on property"", ""Gym"", ""Room-darkening shades"", ""Self check-in""]",$423.00,2,45,2,45,2.0,45.0,4,16,46,321,0,,0,0,0.0,,,,,,,,f,,"540050190000, TA-068-663-8592-01"
34200,1287749944465601065,Marriott's Waikoloa Ocean Club | Two-Bedroom Suite,442029804,Live Suite,2022-01-25,"Marriott's Waikoloa Ocean Club is a paradise in paradise, where the ancient love story between the goddess Pele and Kamapua'a comes to life and inspires every detail. From the island's lush green flora and pristine waterfalls to its fiery red volcanos and black lava beds, the spacious one- and two-bedroom suites of this welcoming resort celebrate the rich culture and diverse landscape of the Big Island. Beyond the 15-acre resort and on-site beach, adventure awaits.",within an hour,97%,58%,f,Southwest Orlando,3619.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire condo,Entire home/apt,8,2.0,2.0,4.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Elevator"", ""Dishes and silverware"", ""Hot tub"", ""Kitchen"", ""Exterior security cameras on property"", ""Paid parking lot off premises"", ""Conditioner"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Safe"", ""Body soap"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Noise decibel monitors on property"", ""Waterfront"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Air conditioning"", ""Mini fridge"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Bathtub"", ""Barbecue utensils"", ""Iron"", ""Heating"", ""Microwave"", ""Outdoor furniture"", ""Building staff"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""TV"", ""Cleaning products"", ""Hangers"", ""Coffee"", ""Pool"", ""Baking sheet"", ""First aid kit"", ""Shampoo"", ""Resort access""]",$617.00,1,365,1,365,1.0,365.0,2,19,28,157,0,,0,0,0.0,,,,,,,,f,,
34400,1294636182051097081,Convenience and safe place stay,42175116,Carol,2015-08-22,Our location is in central Hilo. Very convenience to anywhere.,within an hour,100%,97%,t,,7.0,"['email', 'phone']",t,t,South Hilo,Hawaii,Private room in home,Private room,2,,,,"[""Body soap"", ""Dryer"", ""Wifi"", ""Free parking on premises"", ""Kitchen"", ""Bathtub"", ""First aid kit"", ""Ceiling fan"", ""Smoke alarm"", ""Washer""]",,1,365,1,365,1.0,365.0,23,45,75,348,10,2024-12-28,1,60,,4.8,5.0,4.9,4.9,5.0,4.8,5.0,t,3.85,
34600,1304742398415846267,KV308A Waikiki Beach Modern Suite w/ Kitchenette,2349948,Hawaii Dream Realty TEAM,2012-05-11,"Excellent location only a 3 minute walk to the Waikiki Beach, eateries & shopping. Close to the zoo and aquarium too. Modern & Stylish Studio accommodates one or two comfortably and has a kitchenette for light cooking with dish-wares, a renovated bathroom <br />w/ shower, AC, cable TV, wifi, and a balcony with Mountain & City Views.  Kitchenette is equipped w/ microwave, coffee maker & wine fridge. Linens, towels, and basic toiletries are provided. No resort fees.",within an hour,99%,99%,f,Waikiki,37.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Paid parking on premises"", ""Exterior security cameras on property"", ""Lockbox"", ""Bed linens"", ""Smoke alarm"", ""Window AC unit"", ""Self check-in""]",$113.00,3,60,3,60,3.0,60.0,29,59,88,88,1,2025-02-19,0,6,678.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1.0,"260230450022, 308A, TA-075-159-2960-02"
34800,1311642561215393123,Maui Kihei Resort 2 Bedroom,296130757,Jay,2019-09-18,"Please Send An Inquiry Before Requesting To Book By Clicking The Contact Host Tab.<br /><br />This Kihei property is located on a 28-acre coconut grove spanning across the idyllic Maui beachfront. The Resort amenities will include a large clubhouse with restaurant, keiki club, , grab-and-go market, fitness center, business center, concierge service, super pool with pool bar, oceanfront beach club and more than 15 acres of open-lawn recreational space.",within an hour,100%,68%,t,Napili/Honokowai,284.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Washer"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""First aid kit"", ""Free parking on premises"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Kitchen"", ""Pool"", ""Outdoor dining area"", ""Wifi"", ""BBQ grill"", ""Hot tub""]","$1,152.00",2,28,2,28,2.1,28.0,30,60,90,364,1,2024-12-30,1,6,6912.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.42,"390010860000, TA-172-309-7088-03"
35000,1324163063279520114,Dlx 1-Br Kona Condo. Nearby Beaches!,2351031,Raymond Scott,2012-05-11,"Welcome to your Dlx 1br Kona Condo Rental..Ideally located just minutes to kona town and stunning Beaches.<br />   Relax in comfort from your own spacious condo rental, appointed<br />with a hawaiian tropicl decor.  We feature Full kitchen,  spacious living room...and large Lanai to watch another great Hawaiian sunset.<br />   Sleeps 4 People: King and sleepers.<br />     2 pools, lush tropical grounds, bbqs, and lovely ocean side outdoor lounge  to relax island style.<br />    Book your Dlx 1br Kona Condo today! Aloha!",within a day,91%,49%,f,Napili/Honokowai,13.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Pool"", ""Outdoor dining area"", ""Wifi"", ""BBQ grill""]",$265.00,3,30,1,30,3.0,30.0,27,54,80,355,0,,0,0,0.0,,,,,,,,f,,
35200,1333548711300145191,Stunning Ocean View Studio Hilton Hawaiian Village,547910359,Laura,2023-11-23,This unique place has a style all its own.,within a few hours,100%,62%,t,Nawiliwili,39.0,['phone'],t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Paid parking off premises"", ""Conditioner"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dining table"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Hot tub"", ""Paid parking on premises"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Kitchenette"", ""Toaster"", ""Outdoor dining area"", ""Body soap"", ""Microwave"", ""Elevator"", ""Single level home"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Cooking basics"", ""Ping pong table"", ""Resort access"", ""Patio or balcony"", ""Air conditioning"", ""Exercise equipment"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Bed linens"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Gym"", ""Room-darkening shades""]",$265.00,3,7,3,1125,3.0,1125.0,0,0,0,0,0,,0,0,0.0,,,,,,,,t,,Exempt
35400,1340964814754177450,Tropical Retreat Ka Eo Kai Studio w/pool,200306264,Betina,2018-07-06,"Escape to a serene South Pacific paradise overlooking the breathtaking Anini Bay on the mesmerizing north shore of Kauai. Our resort offers a tranquil retreat where you can immerse yourself in the natural beauty and tranquility of the island. With stunning views, a range of resort amenities, and easy access to nearby attractions, your stay here promises an unforgettable Kauai experience.",within a few hours,99%,52%,f,Smith Bay,142.0,"['email', 'phone']",t,f,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Conditioner"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Shower gel"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Barbecue utensils"", ""Kitchenette"", ""Toaster"", ""Outdoor dining area"", ""Body soap"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Resort access"", ""Patio or balcony"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Ceiling fan"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Smoke alarm"", ""Laundromat nearby"", ""Dryer"", ""Gym"", ""Self check-in""]",$158.00,2,365,2,365,2.0,365.0,0,0,0,0,0,,0,0,0.0,,,,,,,,f,,"540050360000, TA-123-200-1536-01"
