,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
12347,48494532,1 Bedroom Condo at Royal Sea Cliff Resort,24126726,Nadine,2014-11-24,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.<br />Please note that this is a resort so the photos reflect the resort set up but the specific unit is assigned by the resort staff upon arrival. We can put a request in but not all rooms are guaranteed an ocean view.",within a day,62%,26%,f,Kailua/Kona,466.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,,1.0,,"[""Clothing storage"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Arcade games"", ""Kitchen"", ""Conditioner"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Shared gym in building"", ""Safe"", ""Body soap"", ""Free resort access"", ""Coffee maker"", ""Fire extinguisher"", ""Waterfront"", ""Shared BBQ grill: charcoal"", ""Outdoor dining area"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Sun loungers"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Freezer"", ""Shared pool"", ""Microwave"", ""Outdoor furniture"", ""Shared hot tub"", ""Building staff"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Hangers"", ""Portable fans"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Single level home"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",,4,14,4,14,4.0,14.0,0,0,0,0,3,2021-12-12,0,0,,4.67,4.67,5.0,5.0,5.0,5.0,4.67,f,0.08,
12360,48612832,2 BR Condo at Holua Resort at Mauna Loa Village,24126726,Nadine,2014-11-24,"This condo within Mauna Loa Village Resort, offering guests a multitude of amenities and is located near dining, shopping and island adventure. You'll enjoy having all the comforts of home while staying in our spacious 2 bedroom condo offering large living room (with TV and queen sleeper sofa) and fully equipped kitchen, personal balcony/lanai, 2 bedrooms including master with king bed as well as 2 full bathrooms. Onside guests have access to six pools, 6 hot tubs, gym, tennis courts and more!",within a day,62%,26%,f,Kailua/Kona,466.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,6,,2.0,,"[""Coffee maker"", ""Conditioner"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Private patio or balcony"", ""Oven"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""Stove"", ""Pack \u2019n play/Travel crib - available upon request"", ""Blender"", ""Free resort access"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shared gym"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Coffee"", ""Room-darkening shades"", ""Self check-in""]",,6,14,6,14,6.0,14.0,0,0,0,0,0,,0,0,,,,,,,,,f,,
12581,48958172,Westin Kaanapali Resort studio villa,371201315,Alexandra,2020-10-08,"Located on a protected coral reef with the golden sands of Kaanapali North Beach sits the Westin Kaanapali Ocean Resort Villas. The luxury property occupies 26 beachfront acres of pools, bbqs, and restaurants.<br /><br />The resort is entirely comprised of luxurious modern timeshare villas and is located on the other side of Black Rock from the Westin Maui Hotel and Whaler’s Village.  Westin’s signature Heavenly Beds and Westin’s luxurious Heavenly Baths. All villas include an en-suite washer/dryer",within a day,60%,60%,f,,2.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Mountain view"", ""Hot water"", ""Shared hot tub"", ""Pool view"", ""Kitchen"", ""Outdoor dining area"", ""Body soap"", ""Ocean view"", ""Beach view"", ""Washer"", ""TV"", ""Cooking basics"", ""Dedicated workspace"", ""Resort access"", ""Air conditioning"", ""Shampoo"", ""EV charger"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Smoke alarm""]",$600.00,1,14,1,14,1.0,14.0,30,60,90,365,3,2022-01-17,1,0,0.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,f,0.08,Exempt
12734,49062010,1 Bedroom Condo at Club Wyndham Mauna Loa Village,24126726,Nadine,2014-11-24,"If sunset cocktails, pools and hot tubs, beautiful grounds and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to the Kona country club, this tranquil oasis sits  away from town traffic and crowds while still being close to restaurants and shopping and with a short drive you can conveniently access the island’s many activities. Here you'll enjoy all the comforts of home and have the luxury of resort amenities all in a beautiful place!",within a day,62%,26%,f,Kailua/Kona,466.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,,1.0,,"[""Clothing storage"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Private patio or balcony"", ""Kitchen"", ""Conditioner"", ""Free parking on premises"", ""Smoke alarm"", ""Dining table"", ""Safe"", ""Body soap"", ""Coffee maker"", ""Fire extinguisher"", ""Gym"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Freezer"", ""Shared pool"", ""Microwave"", ""Shared hot tub"", ""Building staff"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Hangers"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Resort access""]",,2,14,2,14,2.0,14.0,0,0,0,0,0,,0,0,,,,,,,,,t,,
12753,49074862,1 Bedroom Condo @ the Hawaii Makai Club,234194182,Chris,2019-01-03,"Get away to a secluded resort in renowned Princeville, where the gently sloping hills and verdant Norfolk Pines create a delightful escape from the ordinary. And the best part? You never have to leave the resort to get your fill of activities and leisure. <br /><br />Pictures used are stock photos and may not be exact unit. Must be 21 years old to check in. Resort may charge fees/deposit at check in.",within a day,97%,27%,t,Downtown,407.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Body soap"", ""Iron"", ""Washer"", ""TV"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$235.00,3,14,3,14,3.0,14.0,30,60,90,90,5,2021-06-03,0,0,0.0,4.0,4.2,4.8,4.0,3.4,4.6,3.8,f,0.11,540060020000
12825,49229299,Studio 52 Penthouse,76632665,Robin,2016-06-08,"STUDIO 52 is a beautiful, refurbished unit, on the 5th floor in the heart of Waikiki across the street from the International Marketplace. This special place is close to everything, making it easy to plan your visit. It's just 10 mins to Waikiki Beach. NO PARKING. Parking may be available you must request ahead FEES APPLY. Our building offers gated security, with both stair and elevator access. Private on-sight amenities include a pool, barbecue grill area, and coin operated laundry facilities.",within a day,100%,88%,t,Waikiki,2.0,"['email', 'phone']",t,f,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,2,1.0,1.0,3.0,"[""Coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Paid parking on premises"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Outdoor dining area"", ""Microwave"", ""Iron"", ""Clothing storage"", ""TV with standard cable"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Bed linens"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Room-darkening shades""]",$110.00,30,45,30,1125,30.0,1125.0,7,37,67,246,10,2024-05-08,9,255,28050.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.97,"260210190005, 52, TA-190-718-5664-01"
12831,49160963,Westin Nanea Maui 2 bdrm close to beach,82873650,Cynthia Galentine,2016-07-10,"The Westin Nanea Ocean Resort Villas North is a beautiful resort with full amenities and resort services. The beach is steps away from the resort and several lagoon style pools, heated jacuzzi, pirate ship pool, tennis courts, outdoor gas grill for BBQ and daily activities for children and adults. Self parking is available for free. Free WIFI in the room and throughout the resort for the guests. $800 per night for an island view 2-bedroom villa. Select your dates and I will check availability.",within a day,70%,20%,f,Kaanapali,7.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,8,2.0,2.0,2.0,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Elevator"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Patio or balcony"", ""Body soap"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Gym"", ""Outdoor dining area"", ""Hair dryer"", ""Paid valet parking on premises"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Bathtub"", ""Iron"", ""Heating"", ""Microwave"", ""Outdoor furniture"", ""Building staff"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Cleaning products"", ""Hangers"", ""Pool"", ""Oven"", ""Wine glasses"", ""Shampoo""]","$1,037.00",2,10,2,10,2.0,10.0,17,47,77,352,1,2021-12-07,0,0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,f,0.03,Exempt
12850,49249497,Studio close to Pipeline!,346758398,Georgius,2020-05-19,"Clean studio is house with separate entrance.Small bathroom with sink, shower toilet, kitchenette with sink, full size fridge, 2 burner hot plate. Queen size bed for 2 persons only.  Balcony overlooking horse pasture. No air-conditioning  just a ceiling fan. We are across the street from the beach!  Street parking only.",within a day,100%,0%,f,North Shore,2.0,"['email', 'phone']",t,f,North Shore Oahu,Honolulu,Entire guest suite,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Dining table"", ""Wifi"", ""Refrigerator"", ""BBQ grill: gas"", ""Hot water"", ""Outdoor shower"", ""Barbecue utensils"", ""Free street parking"", ""Electric stove"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Patio or balcony"", ""Keypad"", ""Fire extinguisher"", ""Ceiling fan"", ""Baking sheet"", ""Clothing storage: closet"", ""Rice maker"", ""Shared beach access"", ""Bed linens"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Self check-in"", ""Free dryer \u2013 In building""]",$110.00,29,90,29,90,29.0,90.0,4,34,64,154,2,2021-07-31,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05,
12866,49263819,Clean Single Room/ Wifi/Kitchenette (near ITO),5510027,Cynthia,2013-03-18,"WELCOME to Hilo Bay town!  Stay in a sweet Japanese inspired Hawaiian home. Walk to shops & University.  Airy with twin bed, desk, TV (Netflix) , Wi-fi, coffee, tea, cookies, cotton sheets & towels. Room closest to entrance upstairs, easy access. Light cooking in kitchenette with outside dining. Bus stop at end of the street.  Street parking across the church, a block away. Follow the street signs.  PLEASE pay 17.96% taxes separately upon arrival (CASH only).",within a day,80%,33%,f,Hilo,14.0,"['email', 'phone']",t,f,South Hilo,Hawaii,Private room in guest suite,Private room,1,1.0,1.0,2.0,"[""Hair dryer"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Body soap"", ""Lock on bedroom door"", ""Microwave"", ""Dishes and silverware"", ""TV"", ""Cooking basics"", ""Dedicated workspace"", ""Shampoo"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Hot water kettle"", ""Smoke alarm"", ""Shared patio or balcony""]",$81.00,1,28,1,28,1.0,28.0,7,7,7,7,15,2021-05-20,1,0,0.0,4.8,4.8,4.6,4.93,5.0,4.93,4.67,f,0.32,
12867,49264003,Double Shoji Room w/ Wifi & Netflix; Airport Close,5510027,Cynthia,2013-03-18,"Welcome to the our Japanese Guesthouse.  This sweet 150 sqft Guest Suite has a secret Shoji door entry disguised as wall art.  The sleeping room  leads to a small balcony.  Desk, fridge, TV in Room with Netflix and fast Wifi access.  Shared bathroom, dining & fully equipped kitchen with county water.  In town location a block to bus stop,  dining and groceries.  Located in a quiet family neighborhood on a dead end street.  <br /><br />Please pay the taxes of 17.96% upon arrival in CASH.  Street Parking OK",within a day,80%,33%,f,Hilo,14.0,"['email', 'phone']",t,f,South Hilo,Hawaii,Private room in home,Private room,2,1.0,1.0,,"[""Exterior security cameras on property"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Body soap"", ""Wifi""]",$137.00,1,7,1,7,1.0,7.0,30,54,83,83,1,2022-01-14,0,0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,0.03,
12885,49293509,Studio Ohana,372719798,Andrea,2020-10-20,"Aloha! Welcome to our studio.  We are centrally located in Kailua.  Walking distance to shops and restaurants, a little over a mile to the closest beach entrance and a very short drive to Kailua Beaches and Lanikai Beach.  Easily access the highways to get to the other parts of the island.<br />Message us with any questions.",within a day,100%,0%,f,,1.0,"['email', 'phone']",t,f,Koolaupoko,Honolulu,Entire guest suite,Entire home/apt,2,,,,"[""HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Hulu, Netflix, premium cable"", ""Coffee maker"", ""Fire extinguisher"", ""Window AC unit"", ""Free washer"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Host greets you"", ""First aid kit"", ""Mountain view"", ""Refrigerator"", ""Smoke alarm""]",,30,60,30,60,30.0,60.0,22,52,82,172,5,2022-11-14,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.18,"420210050000, TA-156-568-8832-01"
12927,49213246,My place is close to the Beach,114615340,Viral,2017-02-03,"My place is close to the Beach. You’ll love my place because of the location, the people, the outdoors space, the ambiance, private oceanfront club. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. If it's whale season you can watch them from the lounge chairs around the 3 pools.",within a day,100%,100%,f,,1.0,"['email', 'phone', 'work_email']",t,f,South Kohala,Hawaii,Entire condo,Entire home/apt,6,3.0,3.0,4.0,"[""Coffee maker"", ""Heating"", ""Hair dryer"", ""Shared outdoor pool - available all year, open specific hours, saltwater"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Shared hot tub"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Keypad"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Self check-in""]",$545.00,5,31,5,31,5.0,31.0,17,43,73,271,27,2021-05-31,3,20,10900.0,4.89,4.93,4.93,4.85,4.93,4.96,4.81,f,0.59,
12964,49367702,Hale He'e - Octocondo,97428618,Iokua Residential Services,2016-09-30,"Welcome to Hale He’e, a perfect little slice of Hawaiian beauty. <br /><br />Enjoy the best of what Hawaii has to offer in our completely updated condo at Kona Makai - an oceanfront complex complete with tennis courts, pool, spa and exercise room.<br /><br />This rarely available 708 sqft, 2 story unit is a well decorated 1 master bedroom with an upstairs loft, 1 bath condo with a view.",within a day,100%,96%,t,Island of Hawaiʻi,16.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,1.0,1.0,3.0,"[""Hair dryer"", ""Dishwasher"", ""Board games"", ""Wifi"", ""Shared pool"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""BBQ grill: gas"", ""Hot water"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Outdoor dining area"", ""Microwave"", ""Smart lock"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Blender"", ""Ceiling fan"", ""Shared gym nearby"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Dryer"", ""Ethernet connection"", ""Beach essentials"", ""Self check-in""]",$234.00,5,1125,4,1125,5.4,1125.0,12,35,48,323,25,2021-05-10,14,160,37440.0,4.84,4.64,4.84,4.72,4.88,4.84,4.68,f,0.53,STVR-20-441412
12978,49384228,Kaneohe Bay Adventure(Discounted Rate Sept),237349808,William,2019-01-18,"A waterfront unit located on the famous Kaneohe Bay. Stunning views of Chinaman's Hat, Ko'olau and Kualoa Mountains, and Kaneohe Bay Sandbar. Access to the ocean and paddle boards, paddle around and see how many turtles you can find, or  go on a 26ft sailboat adventure straight out of the house. Private, Peaceful, and Quiet. 30min away from Honolulu, 45min North Shore. Great for a family wanting a cute and cozy Hawaiian getaway, or a group of friends looking to experience the local lifestyle.",within a day,92%,62%,,,5.0,"['email', 'phone']",t,f,Koolaupoko,Honolulu,Entire guesthouse,Entire home/apt,4,1.0,1.0,2.0,"[""Freezer"", ""Hair dryer"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Patio or balcony"", ""Stove"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Rice maker"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Dryer""]",$160.00,30,1125,30,1125,30.0,1125.0,29,59,86,334,20,2021-11-07,4,240,38400.0,4.85,4.85,4.4,4.75,4.9,4.9,4.9,f,0.49,
13041,49505521,Lovely Little House,378530762,Alex,2020-12-06,"This suite is part of a separate house, but has a separate entrance and exit. (The suite is about 150feet.) The laundry room is shared but free to use. There are many bus stops and convenience stores nearby, all within 10 minutes walking distance to the beach or the zoo. Everything is very convenient.",within a day,91%,91%,f,Diamond Head / Kapahulu / St. Louis Heights,5.0,['phone'],t,t,Primary Urban Center,Honolulu,Entire home,Entire home/apt,1,1.0,0.0,2.0,"[""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Body soap"", ""Drying rack for clothing"", ""Microwave"", ""Single level home"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Bed linens"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Paid parking garage on premises"", ""Ethernet connection""]",$40.00,30,1125,30,1125,30.0,1125.0,5,35,47,279,16,2021-07-18,6,255,10200.0,4.44,4.75,4.06,4.5,4.63,4.94,4.81,f,0.36,
