,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
25441,919558927710213804,Kauai Coast at the Beachboy 1 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$265.00,3,365,3,365,3.0,365.0,30,60,71,71,3,2023-11-23,2,6,1590.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,f,0.19,"540050360006, TA-212-767-6928-01"
25443,919562092773195002,Kauai Beach Villas | 2BR/2BA,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$220.00,2,365,2,365,2.0,365.0,0,0,0,0,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25444,919567883356338817,Makai Club Cottage 2 Bedroom / 2 Bath,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$200.00,2,365,2,365,2.0,365.0,30,60,76,76,2,2023-11-05,0,6,1200.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.12,"540050360006, TA-212-767-6928-01"
25451,920228844536292774,Makai Club Cottages | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$200.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,"540050360005, TA-212-767-6928-01"
25452,920231349806235703,Mauna Loa | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$199.00,2,365,2,365,2.0,365.0,30,60,71,71,0,,0,0,0.0,,,,,,,,f,,
26751,975424957366370518,"Island-Style Home on Coffee Farm, 30+Days Only",7620,Lea & Pat,2009-02-09,"This unique home has style all its own. <br />2 bdr/2 bath. 30day+ rental<br />It is island-style: two dwellings, side-by-side, connected by a grassy courtyard.  Each dwelling is its own private 1bdr/1bath. <br /><br />The main house includes large screened-in living room, dining room and full kitchen.<br /><br />It is situated on a private coffee and fruit farm just 5 minutes from Kealakekua Bay and 10 minutes to the closest grocery stores, restaurants and hospital (KCH). <br /><br />Perfect for a couple, small family, or 2 couples.",within an hour,100%,96%,t,Island of Hawaiʻi,6.0,"['email', 'phone']",t,t,South Kona,Hawaii,Entire home,Entire home/apt,5,2.0,2.0,3.0,"[""Coffee maker"", ""Pets allowed"", ""Wifi"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Ocean view"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""Cooking basics"", ""Dedicated workspace"", ""Keypad"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Free parking on premises"", ""Dryer"", ""Self check-in""]",$298.00,31,180,31,180,31.0,180.0,0,0,13,192,1,2024-05-29,1,62,18476.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.11,
28264,1045393837096591676,Modern Kahana getaway,489776010,Steven,2022-11-30,"Kick back & relax in this calm, stylish, 2nd-floor space just in Kahana, close to Napili Bay and Kaanapali beach. This private hideaway has wood floors, a large master bedroom, and extra hideaway beds for the living area.<br /><br />The condo is across the low beach road from the area’s best stretches of sand. The island's best secret snorkel spots and views of Hawaiian green sea turtles (""honu"") are a short walk away.<br /><br />No stress – get into the Aloha spirit and feel free to ask any questions.",within an hour,100%,89%,f,,1.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire home,Entire home/apt,4,1.0,1.0,1.0,"[""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Shared outdoor pool - available all year, open specific hours"", ""Dining table"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Electric stove"", ""Shared hot tub - available all year, open specific hours"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Beach essentials"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Keypad"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Single oven"", ""Free resort access"", ""Ceiling fan"", ""Baking sheet"", ""Shared beach access"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Room-darkening shades"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Coffee"", ""65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Self check-in""]",$234.00,4,365,4,365,4.0,365.0,20,42,72,252,8,2024-02-06,7,40,9360.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.6,"430100130007, TA-014-879-2832-01"
29258,1098303354389598818,Upstairs unit.  2 bed 2 bath,68192516,Steven,2016-04-21,Upstairs unit ocean view<br />FOR MAUI WILDFIRE ONLY,,,,f,,3.0,"['email', 'phone']",t,t,Wailuku-Kahului,Maui,Entire home,Entire home/apt,4,2.0,2.0,2.0,"[""Refrigerator"", ""Washer"", ""Beach access \u2013 Beachfront"", ""Dishes and silverware"", ""TV"", ""Free parking on premises"", ""Pets allowed"", ""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Outdoor dining area"", ""Wifi"", ""Free dryer \u2013 In building""]",$219.00,180,730,180,730,180.0,730.0,5,35,65,340,0,,0,0,0.0,,,,,,,,f,,"340280840000, TA-123-456-7890-01"
29710,1115490141555818367,Kaneohe Sandbar Hale,106396132,Steven,2016-12-06,"30 day rental -<br />Great location! -30 mins to Kailua or Waikiki - 10 min drive Mall/shopping - 5 min walk to the water. Plenty of water toys -Just ask! <br />Beautiful studio apartment. <br />Private gated back yard and Patio area. <br />Note - as many areas on Oahu do, <br />we deal with feral chickens. There are roosters that do what roosters do early morning. It’s a bit country .<br />Unit is down a flight of steps -",,,,f,,1.0,"['email', 'phone']",t,t,Koolaupoko,Honolulu,Entire guesthouse,Entire home/apt,4,1.0,1.0,2.0,"[""Safe"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Outdoor dining area"", ""Microwave"", ""Kayak"", ""Iron"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Dedicated workspace"", ""Patio or balcony"", ""Free dryer"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Smoke alarm"", ""Fire pit"", ""Room-darkening shades""]",$85.00,29,30,29,30,29.0,30.0,29,59,89,364,0,,0,0,0.0,,,,,,,,f,,
29844,1122082233946289612,Downstairs front left unit 1 bed 1bath,68192516,Steven,2016-04-21,Downstairs front left unit one bedroom.<br />For Maui wildfire only / GEM,,,,f,,3.0,"['email', 'phone']",t,t,Wailuku-Kahului,Maui,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Washer"", ""TV"", ""Smoke alarm"", ""Kitchen"", ""Wifi""]",$157.00,182,500,182,500,182.0,500.0,29,59,89,364,0,,0,0,0.0,,,,,,,,f,,"340280840000, Ta-123-456-7899-01"
30034,1126940733805069476,Downstairs front right 1bed unit,68192516,Steven,2016-04-21,"Front Right Unit. 1 bed, 1bathroom.<br />*MAUI WILDFIRE ONLY/ GEM",,,,f,,3.0,"['email', 'phone']",t,t,Wailuku-Kahului,Maui,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,"[""Free washer \u2013 In building"", ""Beach access \u2013 Beachfront"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Free dryer \u2013 In building""]",$157.00,182,720,182,720,182.0,720.0,30,60,90,365,0,,0,0,0.0,,,,,,,,f,,"340280840000, TA-123-456-7890-01"
30143,1130635956399785274,Strawberry Guava Cottage,568820952,Steven,2024-03-25,"Private gate plantation style settled on a 2 acre lush property with many tropical fruit tree. A short 5 minute walk to some of the most beautiful beaches on the north shore. Only 45 min drive to Honolulu airport and a short 10 min drive into historic Haleiwa town for shopping and eateries.  Oahu laws require minimum stay of 30 days, or one tenant in a 30 day timeframe. Message for details and availability.",,,89%,f,North Shore,1.0,['phone'],t,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,2,1.0,1.0,0.0,"[""Washer"", ""Free parking on premises \u2013 1 space"", ""TV"", ""Kitchen"", ""Outdoor dining area"", ""Wifi""]",$225.00,30,365,30,365,30.0,365.0,29,59,89,364,6,2024-05-02,6,255,57375.0,5.0,5.0,5.0,4.83,5.0,4.83,4.83,f,0.58,"300987321984, B, TA-978-486-1986-12"
30552,1139871715533728854,"Cute, Corner Ground floor! #113",375037486,Steven,2020-11-09,Cute and cosy ground floor unit! Near beach and ocean access,within an hour,100%,100%,t,,18.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,"[""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Keypad"", ""Kitchen"", ""Conditioner"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Body soap"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Sea view"", ""Waterfront"", ""Outdoor dining area"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Extra pillows and blankets"", ""Sun loungers"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Ocean view"", ""Outdoor shower"", ""Beach view"", ""Blender"", ""Bed linens"", ""Iron"", ""Freezer"", ""Pool view"", ""Microwave"", ""Outdoor furniture"", ""Toaster"", ""Self check-in"", ""Cleaning available during stay"", ""Hangers"", ""Backyard"", ""Pool"", ""Oven"", ""Single level home"", ""Outdoor playground"", ""Shampoo""]",$241.00,1,1125,1,1125,3.2,1117.3,14,38,68,299,2,2024-09-20,1,12,2892.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,t,0.34,"440010420013, TA-081-380-3520-01"
31024,1154699661009952387,*Honu Hale: Penthouse 2 BDR Ocean View Waikiki*,7803155,Steven,2013-07-29,"Experience breathtaking panoramic views from our spacious penthouse 2BDR/ 2 Bath condo. With floor-to-ceiling windows and two lanais, soak in the vibrant cityscape and sparkling ocean. Enjoy privacy with ensuite bathrooms and modern kitchen amenities. Access a plethora of amenities including an onsite gym, sauna, complimentary laundry, pool, and more, ensuring a luxurious and convenient stay. Valet parking available.",within an hour,100%,100%,t,Waikiki,6.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Free washer \u2013 In building"", ""Paid parking lot off premises"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet, wardrobe, and dresser"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Beats Portable Pill Bluetooth sound system"", ""Dining table"", ""Shared gym in building"", ""Shared sauna"", ""Shower gel"", ""Wifi"", ""BBQ grill"", ""Shared outdoor pool - available all year, open specific hours, heated, lap pool"", ""Outdoor kitchen"", ""Refrigerator"", ""Paid valet parking on premises"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""Kayak"", ""Elevator"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Beach essentials"", ""Central heating"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Keypad"", ""Fire extinguisher"", ""Shampoo"", ""Exercise equipment: free weights, stationary bike, treadmill, yoga mat, workout bench"", ""HDTV with Roku"", ""Induction stove"", ""Shared beach access"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Central air conditioning"", ""Ethernet connection"", ""Coffee"", ""Self check-in"", ""Free dryer \u2013 In building""]",$522.00,2,365,2,365,2.0,365.0,9,28,35,220,12,2024-09-24,9,72,37584.0,4.92,4.75,4.58,4.92,4.92,4.83,4.92,t,2.13,"260160390200, 2400, TA-055-572-7360-01"
32936,1240966285566558776,*Newly Renovated Oceanfront Waikiki- Ilikai Marina,7803155,Steven,2013-07-29,"Renovation complete and pictures as shown! <br /><br />We’re excited to share our top picks for local dining, hidden beaches, and activities to make your stay truly unforgettable. Book now and start planning your dream Hawaiian escape!",within an hour,100%,100%,t,Waikiki,6.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Paid washer \u2013 In building"", ""Beach access \u2013 Beachfront"", ""Kayak"", ""Dishes and silverware"", ""Elevator"", ""Keypad"", ""Kitchen"", ""Luggage dropoff allowed"", ""Conditioner"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Body soap"", ""Dryer"", ""Fire extinguisher"", ""Paid parking on premises"", ""Waterfront"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Hot water kettle"", ""Stainless steel oven"", ""Clothing storage: closet"", ""Refrigerator"", ""Air conditioning"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Free street parking"", ""Blender"", ""Bed linens"", ""Coffee maker: Keurig coffee machine"", ""Ethernet connection"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Freezer"", ""Heating"", ""Microwave"", ""Bluetooth sound system"", ""Toaster"", ""Self check-in"", ""TV"", ""Cleaning products"", ""Hangers"", ""Cleaning available during stay"", ""Coffee"", ""Stainless steel electric stove"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$292.00,2,30,2,30,2.0,30.0,9,33,56,255,7,2024-12-01,2,42,12264.0,5.0,5.0,4.86,5.0,5.0,4.71,4.71,t,2.0,"260100020150, 1384, TA-167-251-7120-01"
33753,1270128157133289293,Honu Hale Waikiki: 2BDR  Spacious Panoramic View,7803155,Steven,2013-07-29,"Experience a unique Hawaiian getaway in our 2BD/2BA spacious condo in the heart of Honolulu. Enjoy stunning panoramic city and ocean views through floor-to-ceiling windows and relax on two private lanais. With ensuite bathrooms, a fully-equipped kitchen, and modern amenities, this spacious retreat has everything you need. Take advantage of the pool, sauna, gym, and complimentary laundry services. Valet parking ensures added convenience. Your perfect home away from home awaits in paradise!",within an hour,100%,100%,t,Waikiki,6.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Coffee maker"", ""Heating"", ""Paid parking off premises"", ""Conditioner"", ""Sound system"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Outdoor kitchen"", ""Paid parking on premises"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Sauna"", ""Luggage dropoff allowed"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""Kayak"", ""Elevator"", ""Children\u2019s dinnerware"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""Beach essentials"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Stove"", ""Keypad"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Stainless steel oven"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Ethernet connection"", ""Coffee"", ""Self check-in""]",$536.00,2,365,2,365,2.0,365.0,20,30,53,229,4,2025-02-17,0,24,12864.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4.0,"260160390200, 1600, TA-055-572-7360-01"
34577,1304525217384534210,*Oceanfront Renovated Getaway in Waikiki,7803155,Steven,2013-07-29,"Renovation COMPLETE! New Everything (Bathroom, Kitchen, Flooring, Appliances, Furniture, Paint). Pictures updated 1/16/25<br /><br />Please find examples of our Beach Vibe design in our other oceanfront listings.  We can't wait to share our top picks for local dining, hidden beaches, and activities to make your stay truly unforgettable. Book now and start planning your dream Hawaiian escape!",within an hour,100%,100%,t,Waikiki,6.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Clothing storage"", ""Drying rack for clothing"", ""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Dedicated workspace"", ""Kayak"", ""Elevator"", ""Keypad"", ""Dishes and silverware"", ""Washer \u2013\u00a0In building"", ""Kitchen"", ""Stainless steel induction stove"", ""Luggage dropoff allowed"", ""Conditioner"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Paid parking off premises"", ""Safe"", ""Body soap"", ""Coffee maker"", ""Fire extinguisher"", ""Paid parking on premises"", ""Waterfront"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Hot water kettle"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Laundromat nearby"", ""Crib - always at the listing"", ""Rice maker"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Beach essentials"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Ethernet connection"", ""Iron"", ""Freezer"", ""Heating"", ""Microwave"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""TV"", ""Cleaning products"", ""Hangers"", ""Cleaning available during stay"", ""Coffee"", ""Oven"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$271.00,2,365,2,365,2.0,365.0,17,23,43,206,3,2025-01-29,0,18,4878.0,4.67,4.67,5.0,5.0,5.0,5.0,5.0,t,1.96,"260100020117, 1194, TA-031-860-8896-01"
34607,1305084176005132129,Bali Hai Villas 2 Bedroom,240078487,Steven,2019-01-30,"Nestled high in the cliffs of Princeville, this Kauai resort blends natural and man-made pleasures into magnificent harmony. Take the opportunity to enjoy a meditative retreat at the on-site spa, or use the resort as a basecamp for your many Hawaiian adventures.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Washer"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Free parking on premises"", ""Dedicated workspace"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Kitchen"", ""Fire pit"", ""Pool"", ""Outdoor dining area"", ""Wifi"", ""BBQ grill"", ""Hot tub""]",$275.00,2,365,2,365,2.0,365.0,30,60,90,90,0,,0,0,0.0,,,,,,,,f,,"540050360001, TA-212-767-6828-01"
